account,flag,Amount_of_sent,Amount_of_received,Total_ETH_sent,Total_ETH_received,Max_ETH_sent,Min_ETH_sent,Avg_ETH_sent,Max_ETH_received,Min_ETH_received,Avg_ETH_received,Total_tokentransfer_sent,Total_tokentransfer_received,Gas_from_ac,Gas_to_ac,Gas_fee_paid,Avg_day_sent,Avg_day_received,Avg_time_sent,Avg_time_received,Unique_sent,Unique_received,Unique_sent_token,Unique_received_token
a29397,0,1,0,2.56189E+17,0,2.56189E+17,2.56189E+17,2.56189E+17,0,0,0,0,0,21000,0,2.35535E+14,43955.63084,0,0,0,1,0,0,0
a23912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16235,0,1,6,6.12133E+16,6.25826E+17,6.12133E+16,6.12133E+16,6.12133E+16,1.22191E+17,6.22633E+16,1.04304E+17,0,0,166666,600000,8.3333E+15,43979.43374,7329.905623,0,17.16213156,1,1,0,0
a12931,0,29,8,2.495E+19,7.25E+18,9.1E+18,0,8.60345E+17,1.3E+18,5.5E+17,9.0625E+17,19,0,1703318,168000,6.90734E+16,44018.67617,159567.7011,4.319264847,0.002097801,7,8,1,0
a09630,0,5,4,2.43185E+19,2.42376E+19,9.65626E+18,8.60761E+16,4.86371E+18,9.657E+18,1.85898E+18,6.05939E+18,0,0,105000,621000,5.30901E+15,44017.62177,55022.02721,22.48564815,16.8096412,5,2,0,0
a23699,0,2,1,1.78146E+19,8.591E+18,9.22E+18,8.59459E+18,8.9073E+18,8.591E+18,8.591E+18,8.591E+18,0,0,42000,21000,4.095E+15,44047.55369,88095.10737,2.100619213,0,1,1,0,0
a25806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a29848,0,1,0,0,0,0,0,0,0,0,0,1,0,150000,0,4.23E+15,43955.6124,0,0,0,1,0,1,0
a30256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03360,0,40,33,23,5.93907E+17,1,0,0.575,1.5E+17,1,1.79972E+16,17,0,38958000,693000,3.6457E+18,44049.34329,53393.14338,1.479525463,2.167575407,3,2,2,0
a26374,0,2,0,2.59547E+15,0,2.59547E+15,0,1.29774E+15,0,0,0,1,0,111000,0,2.682E+15,43984.01727,0,27.67585648,0,2,0,1,0
a01435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27068,1,0,10,0,1.31343E+19,0,0,0,6E+18,6.05949E+16,1.31343E+18,0,0,0,229000,0,0,0,0,0.325961806,0,10,0,0
a31356,0,6,1,1.43518E+19,2E+16,1.43518E+19,0,2.39197E+18,2E+16,2E+16,2E+16,5,0,2125208,50000,6.18824E+16,43999.01042,263994.0625,8.670023148,0,5,1,4,0
a14825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20764,0,1,0,5E+16,0,5E+16,5E+16,5E+16,0,0,0,0,0,780000,0,1.17E+16,43957.26192,0,0,0,1,0,0,0
a02301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07516,0,150,157,9.21208E+18,9.35788E+18,3.24131E+17,3.87183E+15,6.14139E+16,2.1E+17,5E+15,5.96043E+16,0,0,3150000,3297000,1.26998E+17,44017.38577,42054.82717,0.75044159,0.721896231,7,1,0,0
a18058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01806,0,1,0,4E+18,0,4E+18,4E+18,4E+18,0,0,0,0,0,50317,0,1.42397E+16,44077.84188,0,0,0,1,0,0,0
a00691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11047,0,275,77,3.53313E+19,2.72706E+19,1.6E+18,3E+15,1.28477E+17,1.258E+18,4E+15,3.54163E+17,0,0,8437615,2589200,4.48784E+17,44027.63104,157241.5394,0.350629335,1.212373888,174,36,0,0
a29379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21377,0,7,1,0,6E+15,0,0,0,6E+15,6E+15,6E+15,7,0,494311,45944,1.38822E+16,43992.99768,307950.9838,8.52760086,0,1,1,1,0
a00507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22959,0,13,8,8.36257E+17,6.66017E+17,2E+17,5.39697E+15,6.43275E+16,2.1E+17,2.95E+16,8.32521E+16,0,0,1888006,168000,1.06076E+17,44036.97669,71560.08712,3.051263355,4.248085938,5,4,0,0
a30273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18185,0,5,0,0,0,0,0,0,0,0,0,5,0,412138,0,1.56853E+16,44000.49737,0,16.93809491,0,1,0,1,0
a00523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21619,0,8,1,9.36284E+15,8E+15,9.36284E+15,0,1.17036E+15,8E+15,8E+15,8E+15,7,0,1421000,21000,4.12638E+16,43985.84606,351886.7685,7.284945023,0,2,1,1,0
a04794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13761,0,31,4,6.4911E+18,3.40139E+18,3.5375E+18,0,2.0939E+17,2.30175E+18,1.18983E+17,8.50348E+17,22,0,13069454,222000,3.71778E+17,44011.08404,341085.9013,4.01229876,27.99826678,9,4,4,0
a28979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13263,0,18,5,4.93142E+17,1.91315E+17,1E+17,4.25587E+15,2.73968E+16,4.80356E+16,5.34312E+15,3.82629E+16,0,0,732015,105000,1.82056E+16,43983.61033,158340.9972,3.389253472,0.824861111,10,1,0,0
a19311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12246,0,3,3,8.54204E+17,8.56724E+17,4.16815E+17,1.49065E+17,2.84735E+17,4.17655E+17,1.49905E+17,2.85575E+17,0,0,63000,63000,2.52E+15,43966.36122,43966.36122,0.680532407,0.687623457,1,1,0,0
a12949,0,1,0,0,0,0,0,0,0,0,0,1,0,78642,0,2.67383E+15,43998.33819,0,0,0,1,0,1,0
a22807,0,31,98,3.51031E+20,3.56671E+20,6.8E+19,0,1.13236E+19,4.56932E+19,1E+15,3.6395E+18,3,0,1070400,5665000,1.24186E+17,44061.41655,13937.79503,2.12240106,0.630853411,12,41,1,0
a02017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00091,0,1,0,4E+16,0,4E+16,4E+16,4E+16,0,0,0,0,0,21000,0,5.46E+14,43979.80059,0,0,0,1,0,0,0
a01616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16257,0,1,0,2.38472E+13,0,2.38472E+13,2.38472E+13,2.38472E+13,0,0,0,0,0,21000,0,2.50188E+14,43957.00765,0,0,0,1,0,0,0
a00206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07713,0,1,0,0,0,0,0,0,0,0,0,1,0,300000,0,1.8E+15,43957.13972,0,0,0,1,0,1,0
a21467,0,5,1,4.065E+15,5E+15,4.065E+15,0,8.13E+14,5E+15,5E+15,5E+15,4,0,270000,60000,6.12E+15,43982.24297,219911.2148,16.52050694,0,2,1,1,0
a26224,0,1,0,1.4E+15,0,1.4E+15,1.4E+15,1.4E+15,0,0,0,0,0,21000,0,2.541E+14,43957.16126,0,0,0,1,0,0,0
a15870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a29100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00192,0,1,0,4.4472E+14,0,4.4472E+14,4.4472E+14,4.4472E+14,0,0,0,0,0,21000,0,1.26E+14,43956.76771,0,0,0,1,0,0,0
a15672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16058,0,1,3,5E+16,8.97821E+16,5E+16,5E+16,5E+16,7.51649E+16,4.17958E+15,2.99274E+16,0,0,576559,63000,3.63232E+16,44027.55372,14675.85124,0,0.012052469,1,2,0,0
a19770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09908,0,1,0,1.6E+17,0,1.6E+17,1.6E+17,1.6E+17,0,0,0,0,0,21000,0,2.52E+14,43956.58463,0,0,0,1,0,0,0
a30724,0,1,1,0,1E+17,0,0,0,1E+17,1E+17,1E+17,1,0,200000,21000,2.26E+16,44064.84431,44064.84431,0,0,1,1,1,0
a08627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30339,0,3,2,5.32898E+15,9E+15,5.32898E+15,0,1.77633E+15,6E+15,3E+15,4.5E+15,2,0,161000,140000,7.882E+15,44008.8621,66013.29315,26.89396219,3.139936343,2,1,1,0
a00704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17006,0,1,0,3.60612E+17,0,3.60612E+17,3.60612E+17,3.60612E+17,0,0,0,0,0,21000,0,1.26E+15,44068.80531,0,0,0,1,0,0,0
a22036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a31336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02673,0,9,6,2.29881E+18,2.3935E+18,2.29881E+18,0,2.55423E+17,2.3E+18,2.5E+15,3.98917E+17,8,0,821000,134400,4.19E+16,44018.41244,66027.61866,12.0119856,17.02124614,2,2,1,0
a29940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22666,0,9,0,4.37383E+19,0,1.31082E+19,2.51623E+18,4.85981E+18,0,0,0,0,0,233000,0,1.1968E+16,44047.80235,0,1.279664352,0,2,0,0,0
a25434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a29539,0,7,1,6.29287E+16,1E+17,6.29287E+16,0,8.98981E+15,1E+17,1E+17,1E+17,6,0,1221000,21000,1.15511E+17,44061.37446,308429.6212,0.28828869,0,2,1,1,0
a13435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05843,0,1,0,2.08342E+17,0,2.08342E+17,2.08342E+17,2.08342E+17,0,0,0,0,0,21000,0,1.092E+15,44026.71664,0,0,0,1,0,0,0
a02932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05209,0,51,80,4.69749E+18,4.91427E+18,6.08861E+17,4.86354E+16,9.21077E+16,1.70685E+17,3.86834E+16,6.14284E+16,0,0,1071000,4550000,4.94759E+16,44009.50607,28056.06012,2.428613381,1.575679109,1,2,0,0
a15759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a06352,0,41,101,5.19629E+18,5.33337E+18,8.53769E+17,4.78792E+16,1.26739E+17,1.64972E+17,5.00016E+16,5.28057E+16,0,0,902000,5050000,9.1102E+16,44014.14696,17867.12896,2.989863087,1.246922901,2,1,0,0
a24823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23126,0,19,23,1.03361E+18,1.11209E+18,1.02062E+17,6E+15,5.44006E+16,5.04395E+16,1.00334E+16,4.83519E+16,0,0,399000,1150000,7.2954E+16,44060.1116,36397.4835,3.111929825,2.626391908,18,1,0,0
a30605,0,5,3,3.53E+18,3.5E+18,1.25E+18,0,7.06E+17,1.4E+18,8E+17,1.16667E+18,1,0,256786,63000,1.54632E+16,44030.21643,73383.69405,12.28410417,20.23621914,4,3,1,0
a23162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13540,0,2,2,2.05019E+18,2.71984E+19,1.67285E+18,3.77335E+17,1.02509E+18,1.71301E+19,1.00683E+19,1.35992E+19,0,0,42000,42000,1.94817E+15,44026.98323,44026.98323,15.19546296,0.260503472,2,2,0,0
a30202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18886,0,5,5,3.24662E+19,3.25E+19,2.22962E+19,0,6.49324E+18,1.7E+19,2E+18,6.5E+18,2,0,301136,144000,4.69376E+16,44068.22114,44068.22114,2.950046296,1.858800926,3,2,2,0
a27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16393,0,2515,0,0,0,0,0,0,0,0,0,2515,0,2276491503,0,3.12556E+20,44063.71352,0,0.016327167,0,9,0,9,0
a02221,0,6,1,8.72217E+16,1E+17,8.72217E+16,0,1.45369E+16,1E+17,1E+17,1E+17,5,0,1021000,21000,4.1745E+16,44024.55466,264147.3279,5.094893904,0,2,1,1,0
a29764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14347,0,1,0,0,0,0,0,0,0,0,0,1,0,60000,0,1.8E+14,43957.01058,0,0,0,1,0,1,0
a29788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13023,0,2,0,1.8592E+17,0,1.6E+17,2.59205E+16,9.29602E+16,0,0,0,0,0,1021000,0,2.0609E+16,43987.24926,0,30.92416667,0,2,0,0,0
a07383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18322,0,68,1,1.7E+18,2E+18,1.6E+18,0,2.5E+16,2E+18,2E+18,2E+18,66,0,4002000,210000,1.72201E+17,44030.89905,2994101.135,1.089241047,0,4,1,2,0
a29256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a31287,0,45,3,1.04054E+19,2.81756E+17,2.9E+18,0,2.3123E+17,1E+17,8.67562E+16,9.39187E+16,35,0,2604430,201000,1.08041E+17,44005.18728,660077.8092,2.309882973,18.46772762,2,3,1,0
a27986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13229,0,2,3,1.99731E+18,3.092E+18,1.00266E+18,9.94648E+17,9.98655E+17,1.089E+18,9.97E+17,1.03067E+18,0,0,42000,63000,5.691E+15,44059.68089,29373.12059,14.40987847,23.77138889,2,1,0,0
a00889,0,0,18,0,3.51273E+18,0,0,0,3.46159E+17,9.92407E+16,1.95152E+17,0,0,0,900000,0,0,0,0,6.61310571,0,1,0,0
a30907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07465,0,0,1,0,1.6E+17,0,0,0,1.6E+17,1.6E+17,1.6E+17,0,0,0,21000,0,0,0,0,0,0,1,0,0
a15607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11009,0,1,1,2.52187E+17,2.52544E+17,2.52187E+17,2.52187E+17,2.52187E+17,2.52544E+17,2.52544E+17,2.52544E+17,0,0,21000,21000,3.57E+14,43968.81057,43968.81057,0,0,1,1,0,0
a23341,0,66,0,1.4773E+19,0,1.2523E+19,0,2.23833E+17,0,0,0,64,0,10378326,0,4.35298E+17,44016.00937,0,1.723860304,0,8,0,6,0
a29926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a26593,0,9,16,1.08604E+17,2.83057E+17,1.97344E+16,8.56545E+15,1.20671E+16,4.23192E+16,1.00006E+16,1.7691E+16,0,0,189000,800000,8.52642E+15,44001.28694,24750.7239,8.102075617,7.626786748,1,1,0,0
a27863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12017,0,1,0,6.31607E+13,0,6.31607E+13,6.31607E+13,6.31607E+13,0,0,0,0,0,21000,0,1.05E+14,43957.22958,0,0,0,1,0,0,0
a11833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23494,0,12,5,0,2.72E+16,0,0,0,8.8E+15,2.7E+15,5.44E+15,12,0,1200000,105000,5.53E+16,44007.74972,105618.5993,4.584392361,11.00237037,1,2,1,0
a21643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28754,0,557,40,2.36974E+20,1.43151E+20,1.2E+19,0,4.25447E+17,3E+19,0,3.57876E+18,350,2,88064100,5390000,4.31718E+18,44025.07654,613049.1909,0.229791874,3.032283275,75,8,28,1
a30410,0,0,1,0,0,0,0,0,0,0,0,0,1,0,177740,0,0,0,0,0,0,1,0,1
a23957,0,14,14,0,3.51663E+16,0,0,0,5E+15,9.03797E+14,2.51188E+15,14,0,634621,308000,4.62634E+16,44025.82245,44025.82245,2.354786706,2.355668816,1,1,1,0
a12503,0,3,6,4.1527E+16,5.28298E+16,2.3527E+16,6E+15,1.38423E+16,2.54421E+16,2.51794E+15,8.80497E+15,0,0,63000,126000,2.667E+15,44006.75561,22003.3778,20.13982639,14.17633295,3,4,0,0
a16044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24816,0,2,0,4.57E+18,0,2.32E+18,2.25E+18,2.285E+18,0,0,0,0,0,42002,0,9.19844E+15,44057.39751,0,0.000885417,0,2,0,0,0
a19703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23934,0,1,3,2E+18,7E+18,2E+18,2E+18,2E+18,4.9E+18,1E+17,2.33333E+18,0,0,21000,63000,2.31381E+15,44034.95339,14678.3178,0,6.125725309,1,1,0,0
a22319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14154,0,1,4,1.6E+17,2.1831E+16,1.6E+17,1.6E+17,1.6E+17,7.04714E+15,3.59708E+15,5.45776E+15,0,0,93644,100000,1.21737E+15,43956.32477,10989.08119,0,0.427847222,1,4,0,0
a06464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23747,0,112,6,2.24793E+17,3.534E+17,1E+16,0,2.00708E+15,7.1E+16,2.4E+15,5.89E+16,61,0,4731000,165000,1.89365E+17,43996.92204,821275.8781,0.64254485,1.479469522,52,6,1,0
a22006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27957,0,2,1,4.78009E+17,4.796E+17,4.59591E+17,1.84177E+16,2.39004E+17,4.796E+17,4.796E+17,4.796E+17,0,0,42000,120000,1.5813E+15,44008.79403,88017.58807,0.558674769,0,2,1,0,0
a02808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10907,0,1,0,71893878000,0,71893878000,71893878000,71893878000,0,0,0,0,0,21000,0,3.39037E+14,43956.9903,0,0,0,1,0,0,0
a20797,0,0,1,0,1.848E+17,0,0,0,1.848E+17,1.848E+17,1.848E+17,0,0,0,25200,0,0,0,0,0,0,1,0,0
a21703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11773,0,1,0,0,0,0,0,0,0,0,0,1,0,200000,0,3.6E+15,43957.15797,0,0,0,1,0,1,0
a20065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30942,0,2,1,4.6388E+17,4.72408E+17,3.69399E+17,9.44815E+16,2.3194E+17,4.72408E+17,4.72408E+17,4.72408E+17,0,0,42000,21000,8.52751E+15,44074.43581,88148.87162,0.000115741,0,2,1,0,0
a26680,0,1,0,0,0,0,0,0,0,0,0,1,0,65000,0,2.21E+15,43994.42456,0,0,0,1,0,1,0
a03859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24249,0,2,1,1.44853E+16,3.82E+16,1.44853E+16,0,7.24266E+15,3.82E+16,3.82E+16,3.82E+16,1,0,221000,21000,4.3933E+16,44073.60363,88147.20727,0.090625,0,2,1,1,0
a19622,0,0,20,0,3.3E+20,0,0,0,1.18E+20,0,1.65E+19,0,6,0,6493242,0,0,0,0,1.170218171,0,1,0,1
a16194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a31083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a31193,0,7,0,0,0,0,0,0,0,0,0,7,0,445901,0,1.44495E+16,44007.85096,0,10.08330853,0,1,0,1,0
a29989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
